Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
30.0,Male,0.0,,5.720722061459879,7.39642,,Technology,INTP
,Male,0.0,9.20173,6.0128740605913205,4.80326,,Arts,ENFP
,Female,0.0,6.90692,,6.12751,3.4107030374847267,,ESTP
33.0,Male,1.0,8.31506,5.042006286906266,9.59048,,Unknown,
26.0,Male,,1.03887,,8.54416,6.361395105601281,Others,INTJ
29.0,,,0.45058,,6.66806,2.557713155195154,Sports,INTP
32.0,Male,0.0,4.14661,6.957626203344005,6.60794,6.11621161599184,Arts,ESTJ
25.0,Female,1.0,6.74161,7.879457197761635,4.68914,4.793788780111564,Unknown,ENFP
27.0,Male,0.0,3.33935,,7.25104,6.517328987023668,Arts,INTJ
33.0,Male,0.0,6.52528,7.0772150595281484,2.84982,5.016833102077737,Unknown,ESFP
31.0,,0.0,1.79824,,,6.164754503808019,,ISFJ
22.0,Male,0.0,8.30593,5.525027248610705,6.81542,7.079757759582515,,ENTJ
28.0,Male,0.0,4.59499,6.148303102174932,7.59893,5.525250333829965,Sports,
26.0,,0.0,,5.05053079248051,7.04063,5.080814242209323,Sports,INTJ
37.0,Male,0.0,7.60192,6.104603690158164,,,Arts,ESFJ
23.0,Female,0.0,8.56123,5.399476393538827,,3.597523642456254,Others,ENTP
29.0,Female,0.0,2.38286,6.209411588298031,2.11954,5.303483733134852,Arts,ISFP
19.0,Male,0.0,0.35627,7.052140663937478,2.21235,6.64469129313516,Unknown,INFJ
25.0,,0.0,,7.685634452611559,6.23944,,Unknown,ISFJ
30.0,Male,,6.10606,6.0409732132858,3.17422,7.121903022109409,Others,ENFJ
22.0,Female,0.0,8.6437,,2.59644,1.8034337476620017,Others,
22.0,Female,1.0,8.52854,4.806451041631228,3.79433,2.0433802239113343,Unknown,ENFP
32.0,Male,0.0,,6.883655075968959,9.0141,4.993595561518792,Arts,ISTP
34.0,,1.0,6.2262,4.636064297616128,,3.740252889322395,Unknown,ENTP
,,0.0,0.39749,6.680326770156309,,6.751322338334598,Others,ISTJ
26.0,Male,0.0,5.93186,4.455889014344473,8.4521,,,ENTJ
22.0,Male,0.0,7.58745,3.882237190897209,,6.294340791387113,Unknown,ENTJ
24.0,Female,0.0,0.28551,5.1077541885768305,,6.107677171987647,Technology,INFJ
23.0,Female,1.0,0.52478,4.386444601536528,7.0464,5.636642444624276,,INTP
25.0,Male,1.0,5.9745,8.370795611780553,2.96852,2.9523590997577327,Arts,ESFP
34.0,Female,1.0,0.48974,,7.16528,5.035490740841545,Arts,ISTP
37.0,,,,5.278943354404725,3.27584,6.565744003787426,Others,INFJ
27.0,Male,0.0,2.31088,6.104285217543681,0.95277,6.3757722185867856,Arts,ISFJ
24.0,Male,0.0,0.5813,6.674416431941113,5.66279,4.818617557258459,Unknown,ISFP
26.0,Male,0.0,4.38408,4.774139256641926,1.66075,6.66704409071095,,INFJ
33.0,Male,0.0,5.9551,6.426109367116482,,,Arts,ESTJ
24.0,Male,0.0,6.2124,4.401401138172439,7.84436,6.44644215545536,Others,ENTJ
,Male,0.0,7.66417,6.339681859513951,9.22759,6.204220542102256,,ESTJ
35.0,,,2.36463,6.121799714785608,6.2959,3.5886217111054632,Others,ISTP
30.0,Male,0.0,,6.538125855930735,7.73871,4.964496742910367,Others,ISTP
33.0,Male,1.0,3.42601,6.452939338591131,1.98439,4.807574643831661,Arts,
37.0,,1.0,1.81057,6.299521348868932,8.52803,,Technology,ISTP
30.0,Female,0.0,7.43348,6.478575347409727,8.51744,7.892778913496434,Technology,ESTJ
24.0,Male,0.0,5.3272,3.488045973342909,8.18456,5.558337093951282,Sports,INTJ
31.0,Female,0.0,6.31134,,6.3623,3.1028445169618997,Arts,ENTP
30.0,Female,1.0,1.83172,6.507968096749137,4.98486,6.679416193507134,Sports,ISFP
30.0,Male,0.0,7.84731,,7.27041,6.646588921515353,Technology,ESTJ
,Male,0.0,2.83857,5.476991036755841,9.848,,,INTP
23.0,Male,1.0,9.80991,6.447256869785159,6.71077,5.587934019315056,Unknown,ESTP
25.0,,1.0,2.87931,6.425529802615691,8.36299,4.952756175192606,Arts,ESTP
,Female,1.0,7.78787,7.152924347798469,1.38944,4.978450897130314,Others,ESFP
22.0,Female,1.0,5.70534,4.3299683706187135,6.33302,,Technology,ENTP
,Female,0.0,3.05576,,5.86432,6.347365438118337,Others,INTJ
32.0,Male,1.0,4.55897,6.167239144358088,1.14715,5.762430616609554,Others,
22.0,Female,1.0,1.97818,5.2166091762346545,0.16661,3.942641992460533,Arts,
26.0,,,2.11482,7.6928855868960415,2.34435,,Unknown,ISFP
,Female,1.0,1.39353,6.835251668721566,,2.410805920283058,,ISFP
25.0,,0.0,4.346,,3.22975,5.08396848097637,Sports,ISFJ
27.0,Male,0.0,,6.667741395637993,9.13766,7.360276621101705,Unknown,
32.0,Male,,2.53696,7.016102779880211,5.58055,2.784031611950897,Others,ISFP
32.0,Male,,4.06277,6.663481003174642,,6.224369623314549,,ISTJ
29.0,Male,1.0,1.67883,6.1886422900973255,5.92799,1.5358873328240463,Technology,ISFP
27.0,Female,0.0,5.86538,5.075217741559,1.37958,4.896609015567402,Unknown,ENFP
,Female,0.0,3.49207,5.694817850087956,9.13892,4.172980205515753,Others,
21.0,Male,,2.06054,6.941129275012985,2.76766,2.164097333163107,Sports,INFP
29.0,Male,,3.1692,,8.4666,6.046143559401166,,INTP
25.0,Male,0.0,4.51439,6.428452181881206,4.88777,6.212020269658995,Arts,
25.0,Female,1.0,5.73644,,,5.357944302980195,Sports,ENFP
29.0,Female,,9.05604,3.0038499031424073,4.9447,3.565791407266514,Technology,ENFP
33.0,,0.0,2.37839,5.69710404515757,4.90573,6.096060308199599,Unknown,INFJ
23.0,Female,,2.72131,3.3597548352531863,9.55336,5.0066845625126355,Sports,INTP
30.0,Male,0.0,0.81826,5.3168857675255214,9.64546,7.106940224710685,,INTJ
26.0,,0.0,2.14459,4.6516567542086955,3.36537,6.200647255198193,Others,INFJ
29.0,,0.0,5.26912,3.3807796189634125,8.97044,5.312361689949732,,
,Male,1.0,2.5027,6.566758714127609,4.34758,,Unknown,ISFP
,Female,0.0,,,9.36138,6.0985881576876215,,ENTJ
28.0,Male,0.0,,4.543537435034626,6.36458,2.3463092197109288,Technology,
24.0,Female,0.0,8.40012,4.3687839709828165,5.6138,6.1158885212196035,Others,
,Female,,7.40028,5.953829736723791,9.87789,5.994844142629863,Sports,ENTJ
33.0,Female,0.0,7.12561,,3.68583,1.8587587151443392,Arts,ESFP
30.0,Male,0.0,,7.158514722539485,7.15689,5.3629179481912885,Technology,ESTP
,,0.0,2.14634,,2.12861,6.218154117490687,Arts,ISFJ
33.0,,0.0,0.52057,3.994816055798827,,6.948415198548765,Arts,INFJ
21.0,Female,0.0,9.31875,6.445414638068383,0.38245,,Sports,ENFJ
,Male,0.0,5.93547,7.871284159441653,8.12419,5.8601728948049585,Sports,ESTJ
33.0,,0.0,,6.378896085690649,8.13245,7.0460164073916705,Unknown,ISTJ
20.0,,0.0,0.68941,3.2262214290999367,,6.787746459191121,Others,INTJ
,Female,0.0,7.22535,,6.46587,6.154637168376636,Others,ESTJ
22.0,Male,0.0,,6.602461944447215,8.91683,4.836509249633245,Arts,INTP
30.0,Male,0.0,,,1.01061,6.203762265042907,Technology,ENFJ
25.0,Male,0.0,7.30867,6.436715770696715,0.25461,6.407538197864211,Arts,ESFJ
,Male,1.0,2.93328,6.20566266728,,5.2422775931602885,,
30.0,Female,,8.85887,4.833996274075458,,5.445099876109529,,ENTP
28.0,Male,,4.02025,5.277528074081978,,6.070308640261416,,INFJ
,Male,0.0,7.00501,6.7923125913405515,5.18185,6.293124301383504,Unknown,ESFJ
28.0,Female,0.0,7.29583,5.857731742772343,8.0051,,Arts,ENTJ
34.0,Male,1.0,4.5434,6.129334919776423,4.17963,5.408436362768212,Technology,ESFP
,Male,0.0,1.02453,5.64642111132694,,,Others,INFP
34.0,Male,,2.39342,6.993682282328383,4.90064,3.7271633458662663,Unknown,ISFP
25.0,Male,0.0,9.45064,6.299141484482224,3.41906,4.251229017490755,,
,Female,0.0,,3.75865957024622,9.86772,4.555196249586555,Unknown,
28.0,Female,1.0,9.85016,5.0925487250104355,4.58666,5.812961700122974,,ENFP
,Male,0.0,5.2799,6.343801476440146,6.63875,,,ESTP
27.0,Female,1.0,6.65891,5.871719426959571,2.55513,,Technology,
21.0,Female,,1.38138,7.2923510368542095,6.25101,2.907467469070582,,INTP
27.0,Male,0.0,3.0823,,,,Sports,INFJ
25.0,Male,,,,9.47693,,Technology,
32.0,Female,0.0,6.22892,3.902193911322619,,,Others,ENTJ
28.0,Male,,,3.22115700561245,3.27196,5.816809139552669,Technology,INFP
28.0,Female,0.0,1.08681,6.651961211056035,8.90147,6.9837204142233205,Arts,
21.0,Male,0.0,8.76327,3.773082677160681,7.19668,7.22043090828928,Technology,ENTJ
33.0,Female,0.0,7.6201,4.633954828189774,8.43594,6.020006603026087,Unknown,ENTJ
26.0,Male,0.0,2.58499,6.119995990642822,2.72319,5.634208265758569,Sports,ISFJ
,Male,0.0,5.76557,,,6.777711258500342,Others,ENFJ
25.0,Female,0.0,6.01962,,4.25385,,Unknown,ESFP
,Female,,1.59147,6.8092392849657895,0.76589,5.323606948854943,Unknown,INFP
24.0,Female,0.0,9.19941,5.83641721475144,2.51197,5.908073493709483,Sports,ENFJ
30.0,Female,0.0,3.54991,3.7140631207479,0.91939,7.738514929060721,Sports,ENFJ
37.0,,0.0,8.34429,5.492671879455946,8.66996,6.1266567516815025,Others,ENTJ
23.0,Male,0.0,4.45863,7.917140911087599,0.79993,6.724605537984235,Unknown,
31.0,Male,0.0,0.65629,6.638737797006424,2.02774,5.820566156745873,Sports,ISFJ
,Male,1.0,6.63578,6.02472345990603,4.50683,3.082970475418973,Others,
23.0,Female,0.0,1.87188,2.8798046179194707,1.07927,6.127934385160262,Unknown,INFJ
23.0,Male,,,6.571803999836363,8.63311,6.68178319871911,,
24.0,Male,,6.62741,4.294518772546317,9.83297,7.65225043391697,Sports,ENTJ
30.0,Male,1.0,0.67069,5.6113482062321784,0.10966,3.8330507854632465,,
24.0,Female,0.0,,8.132046855763246,5.76933,,Technology,
28.0,Male,0.0,2.12176,3.9579874089297338,3.1273,6.5258190917936405,,INFJ
28.0,Female,0.0,,4.047286331730222,7.63955,,Others,INTJ
28.0,Male,,,5.8811134681958155,2.81218,6.301076435468965,Unknown,ENFJ
24.0,Female,1.0,3.3613,2.770964331690088,2.67905,3.747084007174811,Sports,INFP
,Male,0.0,,4.748925619482943,5.60888,6.526747970734927,Others,
27.0,Male,,4.04023,4.548795994044582,,4.780481018592339,Others,
21.0,Male,,7.78749,4.59647106001368,6.40437,,Sports,ENFJ
31.0,Male,0.0,5.17213,,,5.533081038268905,,
28.0,Male,0.0,,2.9252830200379627,3.53801,4.569170032089209,Others,INFP
26.0,Male,0.0,1.57247,5.448265158134445,9.93454,3.805143899136346,Unknown,INTP
25.0,Female,0.0,9.37681,5.810031182518422,,3.5950603955434155,Unknown,ENTP
20.0,,1.0,,5.13760746577269,8.8152,4.136318619828804,Sports,ENTP
38.0,Male,1.0,2.19397,4.737155142263412,8.05512,4.946175452414947,Arts,INTP
25.0,Male,0.0,2.31441,6.646223213136714,8.14135,5.511362732226145,Others,ISTP
36.0,Female,0.0,4.16283,7.14450877890782,2.5494,6.3601648196973715,Others,ESFJ
26.0,,0.0,,6.670188886349682,8.38008,1.7497385115596664,Unknown,
,Female,0.0,9.97675,4.798402291948673,,3.7109316091431257,Unknown,ENTP
29.0,Male,0.0,,7.922861255024948,,6.087116610557981,Unknown,ESFJ
,Female,0.0,0.26114,,,6.417703816249334,Unknown,INTJ
22.0,Female,,5.40015,6.442551614433795,2.7544,6.565355672585489,Unknown,ESFJ
27.0,Female,,9.57828,2.1128214893036223,7.10402,6.665120606041778,Others,ENTJ
29.0,Male,0.0,1.16472,3.5891630690336744,7.58208,7.224386671108773,Unknown,INTJ
25.0,Male,0.0,5.56844,4.909572574172573,5.98932,7.028738943321577,Arts,ENTJ
28.0,,1.0,2.99261,6.1006335728534,1.23502,5.909221505268231,,ISFP
22.0,Male,,3.63665,7.175825310273449,2.84106,6.228029646195563,Unknown,ISFJ
,Female,0.0,,,6.01672,1.6264203814580045,Technology,ISTP
,Female,0.0,2.59593,6.103586607943146,6.55833,7.184502886500119,Others,ISTJ
,Male,0.0,7.38044,4.847530812464609,,6.400034807165272,Unknown,ENFJ
24.0,Male,0.0,7.71866,4.320590476049072,,5.716953858912408,Sports,ENFJ
25.0,Female,0.0,3.95376,,4.91982,6.493067046661732,Sports,ISFJ
23.0,Male,0.0,0.4423,6.558786661573711,2.572,1.96011094762836,Others,ISFP
,,0.0,3.52452,4.515432050671816,9.38874,6.155478675929169,Others,INTJ
28.0,,1.0,9.14636,,1.18534,6.439097139744459,Others,ENFP
24.0,Male,1.0,0.17288,5.330684875499664,,4.549519519947631,Technology,INFP
24.0,Female,,1.09591,7.046740665922252,6.80316,,Others,INTJ
,Male,0.0,4.20445,6.368395941984384,6.82621,5.167639082760658,Sports,
,Male,0.0,6.12759,6.586993386283072,0.10011,5.632602149460185,,ENFP
22.0,Male,0.0,3.31794,,7.97747,,Unknown,INTJ
38.0,Male,0.0,,4.397331126036784,8.47215,,Technology,
29.0,Male,0.0,5.49543,6.69012549884384,,5.363882308427304,Unknown,ISTP
27.0,Female,,,4.996027294007267,6.02264,6.261571218426821,Arts,INTJ
24.0,Male,0.0,2.48496,6.638391629180584,6.86258,6.752748430213351,Technology,
20.0,Male,0.0,1.80166,3.040979747592755,,4.724554143585452,Unknown,
30.0,Female,,3.18551,4.273783043448172,5.498,2.888298329183601,Others,ENFP
21.0,Male,0.0,,5.812519327594668,,5.799343695552984,Sports,
,Male,,4.21001,,,5.034852504037505,Sports,ISTJ
25.0,Female,0.0,7.69097,,7.48682,5.308674380906341,Others,ESTP
20.0,Female,,1.58524,5.657238785530245,4.8766,4.0386707988797586,Others,INFP
31.0,Female,1.0,,6.63861156261641,3.60802,3.961215799445723,Technology,ISFP
25.0,Female,0.0,9.12338,6.171895671887734,7.38028,6.763058632391681,,ENTJ
27.0,Male,0.0,1.51527,5.124579447143825,0.14716,5.157450242821443,Technology,INFP
32.0,Female,,1.87309,6.412363880604686,0.44495,6.514540851362032,Others,ISFJ
,Male,,8.48852,7.079370400359792,1.24396,5.893374046154984,Arts,
23.0,Male,1.0,1.29393,6.284484748294413,6.06109,4.681415033654157,Unknown,ISFP
33.0,Male,,1.53838,5.28478121962919,8.62053,,Unknown,
27.0,,,3.22988,6.140859692103945,9.94083,6.429294986113359,Technology,ISTJ
22.0,Male,0.0,8.86519,3.626060048451184,0.42329,4.161494781958976,Unknown,ENFP
23.0,Male,,1.18408,6.383999585471482,6.87904,6.3918212837743065,Others,
27.0,Male,0.0,8.94175,6.435633403643798,8.49112,6.531128000261499,Others,
35.0,Male,1.0,,6.231575366980525,9.88304,4.567554186926353,Technology,ESTP
25.0,Male,0.0,,6.187287477218492,0.2492,6.141270290762285,Unknown,ESFJ
25.0,Male,0.0,,6.671444787454329,6.15632,,,ISFJ
24.0,Female,,3.21122,7.251557457678979,8.82706,4.682426790064907,,ISTP
,Male,0.0,,7.934471276992654,8.09313,6.111379817317729,Technology,ISTJ
33.0,Female,1.0,8.56569,3.405408044069528,9.12787,5.851009719906956,,ENTP
29.0,Female,0.0,8.59406,5.080500213028446,5.38211,7.557759095363949,Arts,
27.0,Male,0.0,,5.438407160592504,4.12796,4.566292144792268,,
30.0,Male,0.0,4.04544,4.9202627128476335,6.97864,,Others,INTJ
23.0,,0.0,2.61914,,0.60472,6.50742827138756,Technology,
36.0,Female,0.0,7.2865,,7.46622,,Unknown,ENTP
,Female,1.0,0.66909,5.731199599762486,4.41006,4.764738027365989,Unknown,INFP
37.0,Female,0.0,2.89234,2.448046987547767,,6.943980729137107,Technology,INTJ
23.0,Male,0.0,2.37965,5.080827965332384,8.43812,6.550033423906365,Unknown,
26.0,Male,,0.85654,,6.93083,5.18810141442343,Unknown,
33.0,Male,0.0,4.59994,,8.54391,7.218502199549743,Unknown,ENTJ
22.0,Female,,4.23687,7.320370568944803,4.74276,6.05516713551777,Unknown,ENFJ
26.0,Male,0.0,3.48528,6.40325931585519,1.00708,,Arts,ISFP
22.0,Male,0.0,7.48748,5.6282097685177765,0.20484,6.133338201947055,Unknown,ENFJ
28.0,Female,0.0,3.26004,7.292594324303426,8.35732,6.351277014323366,Arts,ISTJ
23.0,Male,0.0,,3.2147838340240806,6.55422,,Sports,INTJ
31.0,,0.0,0.30128,6.575924744386031,,7.202372801153597,Sports,ISFJ
29.0,Female,1.0,9.48642,5.630921443018525,7.81176,5.647521799466754,Others,ENTP
,Male,0.0,7.52205,6.552045837196113,3.61332,,Unknown,ESFP
28.0,Female,0.0,8.88395,6.111435319176893,8.59397,,,ESTJ
,Male,,7.52033,5.559410805184766,7.63556,2.194453531772531,Technology,ENTP
,Female,0.0,,4.47206748916782,,6.430476480929832,Technology,ENTJ
31.0,,1.0,2.32449,,,,,INFP
26.0,Male,0.0,7.87748,6.6586178226443735,5.18877,6.30171335935011,Technology,ESFJ
27.0,Female,0.0,,6.779664512407402,8.71697,5.443591474897417,Technology,ESTP
26.0,Male,1.0,4.54498,,7.31614,5.85464444723177,,ESTP
23.0,Male,0.0,8.00349,2.4099617739276793,5.75742,4.262003046795577,Arts,
20.0,Female,1.0,7.14825,3.5915463425027196,6.65245,4.05026937870031,Arts,ENTP
29.0,Male,0.0,7.57013,6.715127576866109,0.84654,6.5454985835061565,Others,ESFJ
27.0,,0.0,6.64384,7.413034622699021,9.16252,,Sports,ESTJ
34.0,Male,,2.92113,6.161515086451328,,6.067212400890512,,ISTJ
26.0,Male,1.0,5.39563,2.9478162194681854,1.32758,,,
30.0,Male,0.0,3.62706,4.221544317057986,9.41574,5.104851125665442,Unknown,INTP
30.0,Male,,9.59433,6.316857587888672,5.7066,5.115819863501104,Arts,ESTP
22.0,Male,0.0,2.20407,6.351617594387962,4.03033,5.728762157593514,Arts,ISFP
28.0,,0.0,4.27263,4.500423747692565,3.96477,,,INFJ
23.0,Male,1.0,,3.768209644330819,2.50355,4.207844763100144,Arts,
34.0,Male,1.0,2.31644,,9.3521,3.5551918166191294,Unknown,
26.0,Male,0.0,3.93795,5.0283158442509155,1.81462,3.9533005933572736,,INFP
31.0,Male,0.0,,7.6997616689946735,6.50356,,,ISTJ
34.0,Male,0.0,,5.179555853889563,6.56565,7.590460614867918,Sports,INTJ
25.0,,0.0,9.29114,5.374376876479486,2.85391,6.3549466572541355,Arts,ENFJ
23.0,Female,0.0,,5.663250113635326,9.27174,6.170504153613923,Unknown,ENTJ
,Male,0.0,9.06579,4.93948988489442,,6.348232234628396,Arts,ENFJ
25.0,Female,0.0,,6.232304671645203,6.26543,6.2486500707284165,Arts,ESTJ
25.0,,0.0,0.55952,4.73271012581243,7.40502,6.21921435487764,Unknown,INTJ
21.0,Male,1.0,4.0301,6.203023683159235,1.65613,3.796010557755547,Technology,INFP
,Female,0.0,0.08423,,5.35021,6.727639093311395,Technology,INFJ
,Female,,7.75276,5.077218803340307,3.32592,5.497569165706001,Sports,ENFJ
25.0,Male,0.0,1.34766,3.929464957596721,2.04245,,Others,INFP
25.0,Male,0.0,9.72705,6.326735726698101,4.25522,4.047669351836339,Unknown,ESFP
27.0,Male,0.0,1.80255,6.597745484255196,2.75043,6.008670443239319,Others,
29.0,Male,,0.32399,6.460114518639335,0.56017,6.286503571061122,Sports,ISFJ
33.0,Female,,2.68563,4.255383761404001,1.38107,3.1068604645445137,Arts,ENFP
28.0,Male,0.0,,3.35776570594543,,5.229723099541618,Sports,
38.0,Male,0.0,,6.8718885647019965,3.01689,7.009653363382799,Arts,ESFJ
,Male,0.0,8.8269,,7.90279,5.305093096357364,Sports,ESTJ
24.0,Male,0.0,2.06734,5.267666267331491,,,,INTJ
,Male,,8.01091,6.1254534956932645,4.15154,6.980172412408903,,
,Female,0.0,0.30131,4.528479893946044,8.02341,6.813056964018806,Unknown,
39.0,Female,1.0,1.28351,6.662097760592959,3.1928,2.2655424338043018,Others,ISFP
26.0,Female,0.0,2.62059,3.673468267785563,8.47494,6.623698287675545,Technology,INTJ
,Female,0.0,5.18064,4.285869814630053,8.81946,6.087983970414465,Unknown,
26.0,,,4.7143,,2.68499,,Sports,
27.0,Male,0.0,0.92542,2.5955756273815496,9.84524,6.448064380764469,,INTJ
27.0,Male,0.0,,5.263095717596119,7.22929,4.731026005718217,,INTP
37.0,,0.0,0.70865,,7.62577,6.614588401081203,,INTJ
,Male,1.0,,6.428534836537924,5.89175,5.3237276477750575,Others,
,Male,0.0,1.59877,4.850772070566775,,5.312031476660934,Unknown,INFP
22.0,Female,0.0,,4.317517955814049,8.82836,,Sports,ENTJ
23.0,,0.0,2.65111,5.058706033235795,2.36478,5.589600325558004,,
30.0,Male,0.0,2.93561,4.320338837731296,7.73739,6.4594051000325035,Technology,INTJ
25.0,Male,,1.94306,5.793625249876418,2.02709,,Arts,INFJ
32.0,Female,0.0,1.42135,3.3986526590267836,7.27679,6.476620039589374,Technology,INTJ
,Female,,,8.252573233873878,2.59618,4.849525670332417,Others,ISFP
30.0,Male,0.0,,6.203727287886194,9.75849,,Technology,ISTJ
30.0,,0.0,6.78032,4.753816838335043,1.40267,4.022102004494109,Sports,ENFP
20.0,Male,,,,6.98599,6.082619584081156,Others,
29.0,Male,0.0,4.36504,5.520719380639532,,6.856466265120628,Arts,INTJ
20.0,,0.0,4.30688,4.322877304292304,4.69151,6.28779072686804,,ENFJ
,Female,0.0,5.96004,3.9691511500832153,2.54551,6.4136202089318255,Unknown,
41.0,,0.0,7.85949,6.394837103619689,0.44753,6.110532972701281,Unknown,ESFJ
,Male,0.0,,7.180038000971598,,4.290251513414237,Unknown,ISFP
21.0,,,3.51689,,,5.923224984857532,Unknown,INFP
23.0,Female,1.0,6.13655,6.815718870342208,9.35528,4.887378701841255,Unknown,ENTP
21.0,Male,0.0,,4.709316015082577,3.38166,4.535680928137118,Unknown,ENFP
22.0,,1.0,2.2473,4.886503952313179,4.58209,4.775949234387357,,INFP
30.0,Female,0.0,1.82726,3.4343146903539212,1.38739,4.445606022850697,Sports,INFP
29.0,Female,0.0,1.24966,4.918327096237748,9.27447,7.693317856821439,Others,
31.0,Female,1.0,,6.259534610098313,6.98081,5.198347243215812,,ESTP
26.0,Female,0.0,7.10232,6.486427604767639,6.93084,7.150732478595305,Unknown,ESTJ
27.0,Male,0.0,5.41249,4.400973058170377,6.85742,6.167831176064834,Others,ENTJ
27.0,Female,0.0,6.93089,2.8370484276780052,3.58475,3.284869599811745,Unknown,ENFP
25.0,Male,0.0,3.80377,6.448207304962867,8.36811,6.526097975603136,Unknown,ESTJ
24.0,,0.0,5.53469,4.181367973595587,5.9846,,Sports,ENTJ
36.0,Female,,7.70847,6.316903229437121,4.33955,6.471204828442659,Technology,ESFJ
25.0,Male,,,6.222586253402396,6.9622,3.772765697617124,Arts,ISTP
22.0,,,6.58687,5.164983913540734,3.50632,3.7167230626368646,Unknown,ENFP
23.0,Male,0.0,5.67559,4.549789221939559,4.22854,,Technology,ENFJ
22.0,,0.0,6.69679,5.867468814208591,8.37934,5.388265698305153,Sports,ENTJ
,Female,,1.69278,6.564576391924129,6.43829,6.164098126525692,Technology,ISTJ
26.0,Male,0.0,6.46143,,4.68471,6.278483679747301,,ESFJ
24.0,,0.0,8.38793,6.429234077685725,9.97587,4.9351808855050425,Sports,ENTP
,Female,0.0,0.26569,4.988962253754502,6.16034,,Unknown,INTJ
25.0,Female,,1.28063,,9.59118,5.955876175343136,Sports,INTJ
28.0,Male,0.0,3.43054,7.050275568992445,7.65238,6.243554427981231,Others,ISTJ
26.0,Female,0.0,6.59403,3.541630468308695,,4.114923010907944,Unknown,ENTP
21.0,Female,0.0,,4.4518571890103855,4.45839,7.073534607770745,,ENFJ
,Male,0.0,3.74048,7.979412911287211,,7.730262432905615,Unknown,ENFJ
,Male,,5.62693,6.95184700178846,9.41188,6.760719730032849,,ESTJ
23.0,Male,1.0,,5.0158948392160125,3.1069,5.237675239960805,,INFP
21.0,Female,,,3.0696038398236904,9.46475,7.010106349633487,Unknown,INTJ
,Male,1.0,1.75637,6.329865175108401,4.29581,5.548515730802607,Unknown,ISFP
22.0,Female,0.0,,,4.78801,6.415820050648257,Others,INFJ
25.0,Male,,2.04326,6.336930762821263,8.92179,4.062895947486003,Arts,
23.0,,0.0,,6.384264339397926,8.76112,3.5061491521077253,Arts,ISTP
,Male,0.0,5.08777,6.7818143428075865,4.69942,1.4858215586930443,,ESFP
,Female,1.0,9.75905,5.514452380359141,6.0147,4.753288677931098,,ENTP
23.0,Male,0.0,2.23551,4.577356376602515,0.9248,4.304782251387529,,
27.0,Male,1.0,4.14792,5.578643921357367,9.27486,7.615344445488818,Unknown,INTP
30.0,Female,0.0,4.63081,5.6705175432405746,,,Unknown,ENTJ
23.0,Female,0.0,9.41036,,8.92552,5.402086180054555,Sports,ESTJ
25.0,,0.0,2.24117,,,1.0751872869711736,Unknown,INTP
,Female,,2.56111,6.44767118005758,4.64335,4.21340098538192,Unknown,ISFP
21.0,Female,0.0,0.65,6.381653594131613,1.90122,,Unknown,INFP
26.0,Female,1.0,5.12166,6.447007054381343,7.12428,4.230995647120077,Unknown,ESTP
31.0,,0.0,2.96596,5.226523500619333,,5.258201733111274,Unknown,INFP
30.0,Male,,,6.360970590787392,7.30983,6.158873467140836,Arts,ISTJ
31.0,Male,0.0,9.48748,4.200398041953241,,5.391009490632438,Sports,ENFJ
23.0,Female,0.0,9.00664,6.05627840380214,3.59459,5.453611350595054,Technology,
24.0,Male,0.0,1.04763,,5.52995,6.40315978112008,Unknown,
25.0,Female,0.0,4.59395,6.310405750940503,,2.4767963055444304,Technology,ESTP
31.0,Female,,,6.222256398953662,2.23315,5.015281970339011,,ESFP
25.0,Male,0.0,6.66154,6.14412692584603,2.68734,6.6325177531570665,Technology,ESFJ
,Male,0.0,,6.897323863706851,,4.04648774237193,Unknown,INFP
19.0,Female,0.0,3.774,2.5219399380280647,,2.136425879586269,Arts,INTP
21.0,,1.0,,3.6683556987952417,9.15563,4.797144968361076,Sports,
27.0,Female,,9.85753,6.104244646312205,6.47444,5.128926107236143,Unknown,
35.0,Female,0.0,2.65059,6.970543091646846,9.4611,6.289917981579666,Unknown,
22.0,Female,0.0,5.33508,5.00790054472586,,3.4416266308371144,Sports,ENTP
,Female,1.0,0.29094,,7.16841,4.406353842350624,Arts,INTP
37.0,Male,0.0,7.0536,6.273718248944729,,4.733096284909809,Unknown,ESTP
,Female,1.0,0.24964,6.164689750967615,2.17089,4.637625034146501,Unknown,ISFP
32.0,,1.0,0.95951,7.374725634401769,3.53759,4.290392903431355,Unknown,ISFP
26.0,Female,0.0,1.62355,6.330482635091194,,6.482292593720924,,ISTJ
,Female,0.0,7.99444,6.101121478077927,,6.962371891300755,Unknown,ESFJ
32.0,Female,1.0,1.12824,6.252163442491391,3.8079,4.832407103513979,Technology,
29.0,Female,0.0,0.28151,6.298010827930654,,7.752749947239307,Arts,ISFJ
30.0,Male,0.0,3.6395,6.500955300825627,3.36887,3.984452921205238,Arts,ISFP
24.0,,0.0,3.38502,5.404975716754858,1.67366,7.146022102818983,Arts,ENFJ
24.0,,0.0,,5.3308809360878575,8.42522,6.416378720055384,,ENTJ
25.0,Female,0.0,6.3589,6.3457403978277105,5.33963,6.649984077425827,Arts,ESTJ
21.0,,0.0,2.09227,5.6598001488679754,7.12612,,Unknown,INTJ
23.0,Female,0.0,0.43903,5.460589680042346,8.07989,6.620924153421914,Unknown,
